,id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
1959,24021,tt1325004,1.546212,68000000,698491347,The Twilight Saga: Eclipse,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,http://eclipsethemovie.com,David Slade,It all begins ... With a choice.,vampire|graduation|immortality|werewolf,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",124,Adventure|Fantasy|Drama|Romance,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,6/23/10,1331,5.9,2010,68000000.0,698491347.0
5444,62211,tt1453405,2.643496,200000000,743559607,Monsters University,Billy Crystal|John Goodman|Steve Buscemi|Helen Mirren|Joel Murray,,Dan Scanlon,School never looked this scary.,monster|dormitory|games|prequel|animation,A look at the relationship between Mike and Sulley during their days at Monsters University â€” when they weren't necessarily the best of friends.,104,Animation|Family,Walt Disney Pictures|Pixar Animation Studios,6/20/13,2251,7.0,2013,187206670.548084,695996591.902562
2637,585,tt0198781,3.204295,115000000,562816256,"Monsters, Inc.",John Goodman|Billy Crystal|Mary Gibbs|Steve Buscemi|James Coburn,http://movies.disney.com/monsters-inc,Lee Unkrich,We Scare Because We Care.,monster|infant|energy supply|company|rival,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",92,Fantasy|Animation|Family|Comedy,Walt Disney Pictures|Pixar Animation Studios,11/1/01,3899,7.3,2001,141621133.419792,693101531.14612
2637,585,tt0198781,3.204295,115000000,562816256,"Monsters, Inc.",John Goodman|Billy Crystal|Mary Gibbs|Steve Buscemi|James Coburn,http://movies.disney.com/monsters-inc,David Silverman,We Scare Because We Care.,monster|infant|energy supply|company|rival,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",92,Fantasy|Animation|Family|Comedy,Walt Disney Pictures|Pixar Animation Studios,11/1/01,3899,7.3,2001,141621133.419792,693101531.14612
2637,585,tt0198781,3.204295,115000000,562816256,"Monsters, Inc.",John Goodman|Billy Crystal|Mary Gibbs|Steve Buscemi|James Coburn,http://movies.disney.com/monsters-inc,Pete Docter,We Scare Because We Care.,monster|infant|energy supply|company|rival,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",92,Fantasy|Animation|Family|Comedy,Walt Disney Pictures|Pixar Animation Studios,11/1/01,3899,7.3,2001,141621133.419792,693101531.14612
633,131631,tt1951265,10.739009,125000000,752100229,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Donald Sutherland,http://www.thehungergames.movie/,Francis Lawrence,Fire burns brighter in the darkness,resistance|post-apocalyptic|dystopia|war|sequel,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,123,Science Fiction|Adventure|Thriller,Lionsgate|Color Force,11/18/14,3590,6.6,2014,115136381.346432,692752790.215065
8666,955,tt0120755,1.956406,125000000,546388105,Mission: Impossible II,Tom Cruise|Dougray Scott|Thandie Newton|Ving Rhames|Richard Roxburgh,http://www.missionimpossible.com/,John Woo,Expect the impossible again,terror|spain|cia|helicopter|secret identity,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",123,Adventure|Action|Thriller,Paramount Pictures|Cruise/Wagner Productions|Munich Film Partners & Company (MFP) MI2 Productions,5/23/00,1269,5.8,2000,158286514.292892,691886948.73239
3403,50619,tt1324999,1.888096,110000000,712171856,The Twilight Saga: Breaking Dawn - Part 1,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,http://www.breakingdawn-themovie.com/,Bill Condon,Forever is just the beginning,based on novel|werewolf|duringcreditsstinger,"The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world. Bella soon discovers she is pregnant, and during a nearly fatal childbirth, Edward finally fulfills her wish to become immortal. But the arrival of their remarkable daughter, Renesmee, sets in motion a perilous chain of events that pits the Cullens and their allies against the Volturi, the fearsome council of vampire leaders, setting the stage for an all-out battle.",117,Adventure|Fantasy|Romance,Summit Entertainment|Sunswept Entertainment|Total Entertainment|TSBD Canada Productions|Zohar International,3/15/11,1658,5.8,2011,106633784.685061,690378003.195136
8486,664,tt0117998,0.975473,92000000,494471524,Twister,Helen Hunt|Bill Paxton|Cary Elwes|Jami Gertz|Philip Seymour Hoffman,,Jan de Bont,The Dark Side of Nature.,wife husband relationship|tornado|twister|oklahoma|metereologist,"TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.",113,Action|Adventure|Drama,Universal Pictures|Amblin Entertainment|Warner Bros.|Constant c Productions,5/9/96,546,5.9,1996,127899939.984343,687422589.603987
643,127585,tt1877832,6.052479,250000000,746000000,X-Men: Days of Future Past,Hugh Jackman|James McAvoy|Patrick Stewart|Michael Fassbender|Ian McKellen,http://www.x-menmovies.com/,Bryan Singer,"To save the future, they must alter the past",1970s|mutant|time travel|marvel comic|based on comic book,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past â€“ to save our future.,131,Action|Adventure|Fantasy|Science Fiction,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|TSG Entertainment,5/15/14,4006,7.6,2014,230272762.692864,687133923.875509
10399,37247,tt0061722,2.22723,3000000,104397102,The Graduate,Anne Bancroft|Dustin Hoffman|Katharine Ross|Murray Hamilton|Buck Henry,,Mike Nichols,This is Benjamin. He's a little worried about his future.,seduction|college|romance|wedding|older woman younger man relationship,"Recent college graduate Benjamin Braddock is seduced by the wife of his father's business partner, Mrs. Robinson. Benjamin soon finds himself falling in love with her daughter, Elaine, as the affair with Mrs. Robinson mother comes back to haunt him.",106,Comedy|Drama|Romance,Embassy Pictures Corporation|Lawrence Turman,12/21/67,426,7.5,1967,19610291.2193613,682419190.892457
3382,56292,tt1229238,2.95274,145000000,694713380,Mission: Impossible - Ghost Protocol,Tom Cruise|Jeremy Renner|Simon Pegg|Paula Patton|Anil Kapoor,http://www.missionimpossible.com/,Brad Bird,No Plan. No Backup. No Choice.,fight|sequel|mission|explosion|broken arm,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",133,Action|Thriller|Adventure,Paramount Pictures|Skydance Productions|Bad Robot|TC Productions|Revolution Sun Studios,12/7/11,3036,6.7,2011,140562716.175763,673453790.734105
5423,49047,tt1454468,5.242753,105000000,716392705,Gravity,Sandra Bullock|George Clooney|Ed Harris|Orto Ignatiussen|Phaldut Sharma,http://gravitymovie.warnerbros.com/,Alfonso CuarÃ³n,Don't Let Go,space mission|space|astronaut|trapped in space|3d,"Dr. Ryan Stone (Sandra Bullock), a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky (George Clooney) in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expance of spaceâ€¦",91,Science Fiction|Thriller|Drama,Warner Bros.|Heyday Films|Esperanto Filmoj,9/27/13,3775,7.4,2013,98283502.0377446,670567465.539932
1330,691,tt0076752,2.379469,14000000,185438673,The Spy Who Loved Me,Roger Moore|Barbara Bach|Curd JÃ¼rgens|Richard Kiel|Caroline Munro,http://www.mgm.com/view/movie/1891/The-Spy-Who-Loved-Me/,Lewis Gilbert,It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.,london|submarine|england|assassination|spy,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,125,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,7/7/77,279,6.2,1977,50368934.4559849,667167740.424415
10225,788,tt0107614,1.73212599999999,25000000,441286195,Mrs. Doubtfire,Robin Williams|Sally Field|Pierce Brosnan|Harvey Fierstein|Polly Holliday,,Chris Columbus,She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.,san francisco|parents kids relationship|restaurant|nanny|mask,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",125,Comedy|Drama|Family,Twentieth Century Fox Film Corporation|Blue Wolf,11/24/93,809,6.9,1993,37736749.0424677,666108255.864819
7887,90,tt0086960,2.108338,15000000,316360478,Beverly Hills Cop,Eddie Murphy|Judge Reinhold|John Ashton|Ronny Cox|Paul Reiser,,Martin Brest,The Heat Is On!,california|showdown|undercover|strip club|investigation,"Tough-talking Detroit cop Axel Foley heads to the rarified world of Beverly Hills in his beat-up Chevy Nova to investigate a friend's murder. But soon, he realizes he's stumbled onto something much more complicated. Bungling rookie detective Billy Rosewood joins the fish-out-of-water Axel and shows him the West Los Angeles ropes.",105,Action|Comedy|Crime,Paramount Pictures|Eddie Murphy Productions,11/30/84,535,6.5,1984,31485630.5879122,664053942.861556
6205,74,tt0407304,1.844731,132000000,591739379,War of the Worlds,Tom Cruise|Dakota Fanning|Miranda Otto|Justin Chatwin|Tim Robbins,,Steven Spielberg,They're already here.,post traumatic stress  disorder|new jersey|airplane|dystopia|daughter,"The extraordinary battle for the future of humankind through the eyes of one American family fighting to survive it. Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son Robbie and young daughter Rachel for a rare weekend visit, a strange and powerful lightning storm touches down.",116,Adventure|Thriller|Science Fiction,Paramount Pictures|DreamWorks SKG|Cruise/Wagner Productions|Amblin Entertainment,6/28/05,1238,5.9,2005,147386354.234393,660714467.634347
631,100402,tt1843866,12.971027,170000000,714766572,Captain America: The Winter Soldier,Chris Evans|Scarlett Johansson|Sebastian Stan|Samuel L. Jackson|Robert Redford,http://www.captainamericathewintersoldiermovie.com,Joe Russo,In heroes we trust.,washington d.c.|future|shield|marvel comic|comic,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemyâ€”the Winter Soldier.",136,Action|Adventure|Science Fiction,Marvel Studios,3/20/14,3848,7.6,2014,156585478.631148,658365092.859794
631,100402,tt1843866,12.971027,170000000,714766572,Captain America: The Winter Soldier,Chris Evans|Scarlett Johansson|Sebastian Stan|Samuel L. Jackson|Robert Redford,http://www.captainamericathewintersoldiermovie.com,Anthony Russo,In heroes we trust.,washington d.c.|future|shield|marvel comic|comic,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemyâ€”the Winter Soldier.",136,Action|Adventure|Science Fiction,Marvel Studios,3/20/14,3848,7.6,2014,156585478.631148,658365092.859794
4382,70160,tt1392170,2.571099,75000000,691210692,The Hunger Games,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks,http://www.thehungergames.movie/,Gary Ross,May The Odds Be Ever In Your Favor.,hallucination|dystopia|female protagonist|bow and arrow|knife throwing,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which â€œTributesâ€ must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If sheâ€™s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",142,Science Fiction|Adventure|Fantasy,Lionsgate|Color Force,3/12/12,7080,6.7,2012,71230821.1014184,656473401.936528
7389,2062,tt0382932,2.764535,150000000,623722818,Ratatouille,Patton Oswalt|Ian Holm|Lou Romano|Brian Dennehy|Peter Sohn,http://disney.go.com/disneypictures/ratatouille/,Brad Bird,He's dying to become a chef.,paris|brother brother relationship|expensive restaurant|river|cook,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",111,Animation|Comedy|Family|Fantasy,Walt Disney Pictures|Pixar Animation Studios,6/22/07,2434,7.3,2007,157750287.394731,655949691.961013
7389,2062,tt0382932,2.764535,150000000,623722818,Ratatouille,Patton Oswalt|Ian Holm|Lou Romano|Brian Dennehy|Peter Sohn,http://disney.go.com/disneypictures/ratatouille/,Jan Pinkava,He's dying to become a chef.,paris|brother brother relationship|expensive restaurant|river|cook,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",111,Animation|Comedy|Family|Fantasy,Walt Disney Pictures|Pixar Animation Studios,6/22/07,2434,7.3,2007,157750287.394731,655949691.961013
9454,380,tt0095953,1.45982099999999,25000000,354825435,Rain Man,Dustin Hoffman|Tom Cruise|Valeria Golino|Gerald R. Molen|Jack Murdock,,Barry Levinson,A journey through understanding and fellowship.,individual|mentally disabled|autism|loss of father|yuppie,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,133,Drama,United Artists|Star Partners II Ltd.,12/11/88,934,7.4,1988,46097275.5772577,654259434.360614
10499,9671,tt0090555,0.680643,5000000,328203506,Crocodile Dundee,Paul Hogan|Linda Kozlowski|Mark Blum|David Gulpilil|Michael Lombard,,Peter Faiman,There's a little of him in all of us.,new york|prostitute|hotel|journalist|culture clash,"When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naÃ¯ve Dundee negotiates the concrete jungle. Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.",97,Adventure|Comedy,Paramount Pictures|Rimfire Films,9/26/86,248,6.2,1986,9947032.05431079,652930158.903837
651,119450,tt2103281,4.452507,170000000,708200000,Dawn of the Planet of the Apes,Andy Serkis|Jason Clarke|Toby Kebbell|Keri Russell|Judy Greer,,Matt Reeves,One last chance for peace.,leader|colony|post-apocalyptic|dystopia|sequel,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",130,Science Fiction|Action|Drama|Thriller,Ingenious Media|Chernin Entertainment|TSG Entertainment,6/26/14,2625,7.4,2014,156585478.631148,652316682.156347
654,102382,tt1872181,4.101979,200000000,705717432,The Amazing Spider-Man 2,Andrew Garfield|Emma Stone|Jamie Foxx|Dane DeHaan|Colm Feore,http://www.theamazingspiderman.com,Marc Webb,No more secrets.,marvel comic|sequel|based on comic book|sony|3d,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwenâ€™s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",142,Action|Adventure|Fantasy,Columbia Pictures|Marvel Enterprises|Avi Arad Productions|Matt Tolmach Productions,4/16/14,2813,6.6,2014,184218210.154291,650030010.988616
6557,36557,tt0381061,3.78958,150000000,599045960,Casino Royale,Daniel Craig|Eva Green|Mads Mikkelsen|Judi Dench|Jeffrey Wright,http://www.mgm.com/#/our-titles/233/Casino-Royale-(2006),Martin Campbell,Everyone has a past. Every legend has a beginning.,italy|poker|casino|terrorist|banker,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond â€“ on his maiden mission as a 00 Agent â€“ to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",144,Adventure|Action|Thriller,Eon Productions,11/14/06,2738,7.1,2006,162250373.743735,647969539.331167
3386,49444,tt1302011,2.726573,150000000,665692281,Kung Fu Panda 2,Jack Black|Angelina Jolie|Dustin Hoffman|Gary Oldman|Jackie Chan,http://www.kungfupanda.com/,Jennifer Yuh,Prepare for the Year of Awesomeness!,martial arts|hope|fleet|panda|mission,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Poâ€™s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",91,Animation|Family,DreamWorks Animation,5/25/11,1207,6.6,2011,145409706.38872,645320794.169652
8974,857,tt0120815,2.170136,70000000,481840909,Saving Private Ryan,Tom Hanks|Tom Sizemore|Dennis Farina|Max Martini|Joerg Stadler,,Steven Spielberg,The mission is a man.,killing|loss of brother|loss of lover|war crimes|self sacrifice,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",169,Drama|History|War,Paramount Pictures|DreamWorks SKG|Amblin Entertainment|Mutual Film Company|Mark Gordon Productions,7/24/98,3396,7.7,1998,93638682.8354809,644556400.785869
2882,9502,tt0441773,3.036644,130000000,631744560,Kung Fu Panda,Jack Black|Dustin Hoffman|Angelina Jolie|Jackie Chan|Lucy Liu,http://www.kungfupanda.com/,Mark Osborne,Prepare for awesomeness.,china|martial arts|kung fu|mentor|snake,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",90,Animation|Family,DreamWorks Animation,6/4/08,1938,6.8,2008,131662262.395191,639822446.349653
2882,9502,tt0441773,3.036644,130000000,631744560,Kung Fu Panda,Jack Black|Dustin Hoffman|Angelina Jolie|Jackie Chan|Lucy Liu,http://www.kungfupanda.com/,John Stevenson,Prepare for awesomeness.,china|martial arts|kung fu|mentor|snake,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",90,Animation|Family,DreamWorks Animation,6/4/08,1938,6.8,2008,131662262.395191,639822446.349653
8271,619,tt0103855,0.740663,25000000,411006740,The Bodyguard,Whitney Houston|Kevin Costner|Michele Lamar Richards|Ralph Waite|Gary Kemp,,Mick Jackson,Never let her out of your sight. Never let your guard down. Never fall in love.,sister sister relationship|anonymous letter|diva|bodyguard|oscar award,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",129,Thriller|Action|Drama|Music|Romance,Tig Productions|Warner Bros.|Kasdan Pictures,11/25/92,338,6.1,1992,38850606.3647239,638714442.759536
8458,954,tt0117060,3.293387,80000000,457696359,Mission: Impossible,Tom Cruise|Jon Voight|Emmanuelle BÃ©art|Henry Czerny|Jean Reno,http://www.missionimpossible.com/,Brian De Palma,Expect the Impossible.,paris|london|cia|terrorist|secret identity,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",110,Adventure|Action|Thriller,Paramount Pictures|Cruise/Wagner Productions,5/21/96,1754,6.5,1996,111217339.11682,636297139.642961
2422,863,tt0120363,1.810197,90000000,485015179,Toy Story 2,Tom Hanks|Tim Allen|Kelsey Grammer|Joan Cusack|Don Rickles,http://toystory.disney.com/toy-story-2,John Lasseter,The toys are back!,museum|prosecution|identity crisis|airplane|flea market,During a garage sale Andyâ€™s mother sells some of Andyâ€™s old things including his favorite toy Woody to a collector. Buzz Lightyear and the other toys begin a reckless mission to save their friend. The sequel to the revolutionary computer animated feature film Toy Story.,92,Animation|Comedy|Family,Walt Disney Pictures|Pixar Animation Studios,10/30/99,2272,7.2,1999,117814756.193489,634910500.711404
2422,863,tt0120363,1.810197,90000000,485015179,Toy Story 2,Tom Hanks|Tim Allen|Kelsey Grammer|Joan Cusack|Don Rickles,http://toystory.disney.com/toy-story-2,Lee Unkrich,The toys are back!,museum|prosecution|identity crisis|airplane|flea market,During a garage sale Andyâ€™s mother sells some of Andyâ€™s old things including his favorite toy Woody to a collector. Buzz Lightyear and the other toys begin a reckless mission to save their friend. The sequel to the revolutionary computer animated feature film Toy Story.,92,Animation|Comedy|Family,Walt Disney Pictures|Pixar Animation Studios,10/30/99,2272,7.2,1999,117814756.193489,634910500.711404
2422,863,tt0120363,1.810197,90000000,485015179,Toy Story 2,Tom Hanks|Tim Allen|Kelsey Grammer|Joan Cusack|Don Rickles,http://toystory.disney.com/toy-story-2,Ash Brannon,The toys are back!,museum|prosecution|identity crisis|airplane|flea market,During a garage sale Andyâ€™s mother sells some of Andyâ€™s old things including his favorite toy Woody to a collector. Buzz Lightyear and the other toys begin a reckless mission to save their friend. The sequel to the revolutionary computer animated feature film Toy Story.,92,Animation|Comedy|Family,Walt Disney Pictures|Pixar Animation Studios,10/30/99,2272,7.2,1999,117814756.193489,634910500.711404
2899,8960,tt0448157,1.800286,150000000,624029371,Hancock,Will Smith|Charlize Theron|Jason Bateman|Jae Head|Eddie Marsan,http://www.sonypictures.com/movies/hancock/,Peter Berg,Bad Behavior. Bad Attitude. Real Hero.,flying|alcohol|love of one's life|forbidden love|lovers,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",92,Fantasy|Action,Columbia Pictures|Weed Road Pictures|Forward Pass|Relativity Media|Overbrook Entertainment,7/1/08,1764,6.0,2008,151917995.071375,632008606.053142
7829,698,tt0079574,1.691143,34000000,210300000,Moonraker,Roger Moore|Lois Chiles|Michael Lonsdale|Corinne ClÃ©ry|Richard Kiel,http://www.mgm.com/view/movie/1292/Moonraker/,Lewis Gilbert,Outer space now belongs to 007.,venice|mass murder|space marine|space suit|marcus square,During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.,126,Action|Adventure|Thriller|Science Fiction,Eon Productions,6/26/79,299,5.7,1979,102154836.085054,631857706.726084
6982,435,tt0319262,2.022895,125000000,544272402,The Day After Tomorrow,Dennis Quaid|Jake Gyllenhaal|Emmy Rossum|Dash Mihok|Jay O. Sanders,http://www.thedayaftertomorrow.com/,Roland Emmerich,Where will you be?,saving the world|library|cataclysm|climate change|greenhouse effect,"After years of unabated global warming, the greenhouse effect is wreaking havoc all over the globe in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and, most ominously, the beginning of the next Ice Age. Paleoclimatologist Jack Hall tries to save the world while also shepherding to safety his son Sam, who was in New York when the city was overwhelmed by the beginnings of the new big freeze.",124,Action|Adventure|Science Fiction|Thriller,Lions Gate Films|Twentieth Century Fox Film Corporation|Centropolis Entertainment|Mark Gordon Productions|Mel's Cite du Cinema,5/26/04,1422,6.1,2004,144305674.976518,628332770.733608
10756,579,tt0077766,1.5627,20000000,187884007,Jaws 2,Roy Scheider|Lorraine Gary|Murray Hamilton|Joseph Mascolo|Jeffrey Kramer,,Jeannot Szwarc,Just when you thought it was safe to go back in the water...,mayor|island|police chief|sailing|boat accident,The sequel to the successful blockbuster Jaws. An American horror thriller from 1978 about a great white that brings fear to everyone near the water. The film used itâ€™s predecessorâ€™s success to achieve itâ€™s own and was not directed by Steven Spielberg.,116,Horror|Thriller,Universal Pictures,6/16/78,179,5.5,1978,66854013.8982809,628040000.762135
25,177677,tt2381249,4.566713,150000000,682330139,Mission: Impossible - Rogue Nation,Tom Cruise|Jeremy Renner|Simon Pegg|Rebecca Ferguson|Ving Rhames,http://www.missionimpossible.com,Christopher McQuarrie,Desperate Times. Desperate Measures.,spy|sequel|mission,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",131,Action,Paramount Pictures|Skydance Productions|China Movie Channel|Bad Robot|TC Productions,7/23/15,2349,7.1,2015,137999939.280026,627743451.672881
